age,currentClub,dateOfBirth,foot,height,id,joined,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
29,Southampton FC,"Dec 3, 1989",right,"1,93m",95976,,"Aug 1, 2016",€5.00m,Alex McCarthy,['England'],Southampton-FC,Goalkeeper,2018-2019,Crystal Palace,
21,Carlisle United,"Dec 20, 1997",right,"1,91m",341043,,"Jul 1, 2020",€200k,Harry Lewis,['England'],Southampton-FC,Goalkeeper,2018-2019,Southampton FC B,
24,Hednesford Town,"Jan 31, 1995",right,"1,90m",186923,,"Aug 14, 2017",€100k,Jack Rose,['England'],Southampton-FC,Goalkeeper,2018-2019,West Bromwich Albion U21,
26,Leicester City,"Aug 3, 1992",both,"1,99m",99331,,"Jul 13, 2018",€20.00m,Jannik Vestergaard,"['Denmark', 'Germany']",Southampton-FC,Centre-Back,2018-2019,Borussia Mönchengladbach,Ankle injury - Return unknown
23,Southampton FC,"Apr 12, 1996",right,"1,89m",243028,,"Jul 1, 2017",€15.00m,Jan Bednarek,['Poland'],Southampton-FC,Centre-Back,2018-2019,Lech Poznan,
25,Al-Shabab FC,"Mar 6, 1994",left,"1,93m",253765,,"Aug 22, 2017",€12.00m,Wesley Hoedt,['Netherlands'],Southampton-FC,Centre-Back,2018-2019,: Ablöse €16.00m,
25,Southampton FC,"Jan 27, 1994",right,"1,85m",163744,,"Jul 1, 2013",€8.00m,Jack Stephens,['England'],Southampton-FC,Centre-Back,2018-2019,Southampton FC U21,Team captain
30,Los Angeles Galaxy,"Aug 24, 1988",right,"1,89m",81789,,"Aug 30, 2012",€7.00m,Maya Yoshida,['Japan'],Southampton-FC,Centre-Back,2018-2019,VVV-Venlo,
21,Hull City,"Oct 7, 1997",right,"1,91m",340990,,,€100k,Alfie Jones,['England'],Southampton-FC,Centre-Back,2018-2019,,
29,Retired,"Aug 5, 1989",left,"1,79m",40611,,"Feb 2, 2015",€15.00m,Ryan Bertrand,['England'],Southampton-FC,Left-Back,2018-2019,Chelsea FC,Knee surgery - Return unknown
23,Newcastle United,"Sep 18, 1995",left,"1,83m",250478,,"Jul 1, 2014",€7.00m,Matt Targett,"['England', 'Scotland']",Southampton-FC,Left-Back,2018-2019,Southampton FC U21,
24,Retired,"Feb 6, 1995",left,"1,81m",226968,,"Jul 1, 2016",€1.00m,Sam McQueen,['England'],Southampton-FC,Left-Back,2018-2019,Southampton FC U23,
27,Without Club,"Aug 31, 1991",right,"1,71m",112988,,"Jul 1, 2015",€12.00m,Cédric Soares,"['Portugal', 'Germany']",Southampton-FC,Right-Back,2018-2019,Sporting CP,
20,Sheffield Wednesday,"Feb 22, 1999",right,"1,85m",406008,,"Jan 1, 2019",€7.00m,Yan Valery,"['Tunisia', 'France']",Southampton-FC,Right-Back,2018-2019,Southampton FC U23,
18,Charlton Athletic,"Oct 10, 2000",right,"1,79m",530879,,,,Kayne Ramsay,['England'],Southampton-FC,Right-Back,2018-2019,,
25,Wolverhampton Wanderers,"Sep 1, 1993",right,"1,84m",170934,,"Aug 8, 2017",€15.00m,Mario Lemina,"['Gabon', 'France']",Southampton-FC,Defensive Midfield,2018-2019,: Ablöse €17.25m,
23,Olympique Marseille,"Aug 5, 1995",right,"1,85m",167799,,"Jul 11, 2016",€15.00m,Pierre-Emile Højbjerg,"['Denmark', 'France']",Southampton-FC,Defensive Midfield,2018-2019,: Ablöse €15.00m,
27,Girona FC,"Sep 24, 1991",right,"1,83m",66100,,"Aug 12, 2015",€10.00m,Oriol Romeu,['Spain'],Southampton-FC,Defensive Midfield,2018-2019,Chelsea FC,
28,AZ Alkmaar,"Jun 27, 1991",right,"1,69m",104223,,"Jul 15, 2015",€5.50m,Jordy Clasie,['Netherlands'],Southampton-FC,Defensive Midfield,2018-2019,: Ablöse €15.00m,Back injury - Return unknown
24,Nottingham Forest,"Nov 1, 1994",right,"1,77m",181579,,"Jul 1, 2012",€18.00m,James Ward-Prowse,['England'],Southampton-FC,Central Midfield,2018-2019,Southampton FC U18,
27,Vancouver Whitecaps FC,"Mar 30, 1992",right,"1,83m",130765,,"Jul 1, 2018",€8.00m,Stuart Armstrong,['Scotland'],Southampton-FC,Central Midfield,2018-2019,Celtic FC,
34,Retired,"Jan 1, 1985",right,"1,72m",28973,,"Jul 6, 2012",€2.00m,Steven Davis,['Northern Ireland'],Southampton-FC,Central Midfield,2018-2019,: Ablöse €1.00m,
24,Fulham FC,"Jan 27, 1995",right,"1,81m",226973,,"Jul 1, 2014",€2.00m,Harrison Reed,['England'],Southampton-FC,Central Midfield,2018-2019,Southampton FC U21,
20,Motherwell FC,"Feb 8, 1999",right,"1,80m",332342,,,,Callum Slattery,['England'],Southampton-FC,Central Midfield,2018-2019,,"Knee injury - Return expected on Nov 17, 2024"
20,Chippenham Town,"Nov 3, 1998",right,"1,73m",404586,,,,Tyreke Johnson,['England'],Southampton-FC,Left Midfield,2018-2019,,
23,FC Sholing,"Mar 27, 1996",right,"1,68m",315185,,"Jul 1, 2017",,Jake Hesketh,['England'],Southampton-FC,Attacking Midfield,2018-2019,Southampton FC U23,
24,FC Copenhagen,"Aug 4, 1994",right,"1,78m",186644,,"Jul 1, 2018",€15.00m,Mohamed Elyounoussi,['Norway'],Southampton-FC,Left Winger,2018-2019,: Ablöse €18.00m,
25,Union Saint-Gilloise,"Sep 17, 1993",right,"1,75m",232271,,"Aug 29, 2016",€12.00m,Sofiane Boufal,"['Morocco', 'France']",Southampton-FC,Left Winger,2018-2019,: Ablöse €18.70m,
25,Burnley FC,"Mar 6, 1994",right,"1,73m",129078,,"Jul 1, 2016",€20.00m,Nathan Redmond,"['England', 'Jamaica']",Southampton-FC,Right Winger,2018-2019,: Ablöse €13.50m,Hamstring injury - Return unknown
22,Yeovil Town,"Mar 28, 1997",right,"1,74m",286919,,"Jan 1, 2017",€2.00m,Josh Sims,['England'],Southampton-FC,Right Winger,2018-2019,Southampton FC U23,
26,West Ham United,"Jul 23, 1992",right,"1,77m",134294,,"Jul 1, 2019",€15.00m,Danny Ings,['England'],Southampton-FC,Centre-Forward,2018-2019,: Ablöse €25.10m,
27,Al-Nasr SC (UAE),"Nov 26, 1991",left,"1,86m",112343,,"Jan 31, 2017",€12.00m,Manolo Gabbiadini,['Italy'],Southampton-FC,Centre-Forward,2018-2019,: Ablöse €17.00m,
29,AFC Totton,"Jul 5, 1989",right,"1,88m",129627,,"Jan 16, 2016",€8.00m,Charlie Austin,['England'],Southampton-FC,Centre-Forward,2018-2019,: Ablöse €5.20m,
28,Club Estudiantes de La Plata,"May 25, 1991",right,"1,87m",184672,,"Jan 25, 2018",€7.50m,Guido Carrillo,"['Argentina', 'Italy']",Southampton-FC,Centre-Forward,2018-2019,: Ablöse €22.00m,
32,Retired,"Jan 22, 1987",both,"1,80m",37304,,"Aug 14, 2014",€7.00m,Shane Long,['Ireland'],Southampton-FC,Centre-Forward,2018-2019,: Ablöse €14.90m,
23,Stoke City,"Sep 15, 1995",right,"1,93m",227183,,"Jan 1, 2014",€3.00m,Sam Gallagher,"['England', 'Scotland']",Southampton-FC,Centre-Forward,2018-2019,Southampton FC U18,
18,Plymouth Argyle,"Jul 6, 2000",right,"1,70m",444208,,"Jan 1, 2019",€1.00m,Michael Obafemi,"['Ireland', 'Nigeria']",Southampton-FC,Centre-Forward,2018-2019,Southampton FC U23,
22,Rising Ballers FC,"Dec 1, 1996",left,"1,85m",339795,,,,Marcus Barnes,"['England', 'Jamaica']",Southampton-FC,Centre-Forward,2018-2019,,
