age,currentClub,dateOfBirth,foot,height,id,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
20,Grimsby Town,"Oct 20, 1996",right,"1,89m",459873,,,Harvey Rodgers,['England'],Hull-City,Centre-Back,2016-2017,,
23,Liverpool FC,"Mar 11, 1994",left,"1,78m",234803,"Jul 29, 2014",€7.00m,Andrew Robertson,['Scotland'],Hull-City,Left-Back,2016-2017,: Ablöse €3.60m,
18,Swansea City,"May 22, 1999",left,"1,80m",419929,"Jul 1, 2016",€1.00m,Josh Tymon,['England'],Hull-City,Left-Back,2016-2017,Hull City U18,
25,FK Bodø/Glimt,"Dec 5, 1991",right,"1,79m",121404,"Jan 20, 2017",€5.00m,Omar Elabdellaoui,['Norway'],Hull-City,Right-Back,2016-2017,: Ablöse €1.00m,
23,AEK Athens,"Jul 28, 1993",right,"1,77m",163738,"Aug 7, 2015",€5.00m,Moses Odubajo,"['England', 'Nigeria']",Hull-City,Right-Back,2016-2017,: Ablöse €5.00m,
29,Retired,"Sep 9, 1987",right,"1,82m",66333,"Jul 1, 2013",€4.00m,Ahmed El Mohamady,['Egypt'],Hull-City,Right-Back,2016-2017,Sunderland AFC,
23,Retired,"Jun 8, 1994",right,"1,87m",241916,"Sep 1, 2014",€100k,Brian Lenihan,['Ireland'],Hull-City,Right-Back,2016-2017,Cork City FC,
20,Alfreton Town,"Sep 18, 1996",right,"1,71m",453306,"Jul 1, 2016",,Josh Clackstone,['England'],Hull-City,Right-Back,2016-2017,Hull City U21,
27,Without Club,"Nov 14, 1989",right,"1,80m",61832,"Jul 1, 2014",€7.00m,Jake Livermore,['England'],Hull-City,Defensive Midfield,2016-2017,Tottenham Hotspur,
27,Without Club,"Mar 6, 1990",right,"1,89m",77737,"Jan 31, 2017",€5.00m,Alfred N'Diaye,"['Senegal', 'France']",Hull-City,Defensive Midfield,2016-2017,Villarreal CF,
30,Retired,"Dec 28, 1986",right,"1,88m",13465,"Aug 17, 2021",€5.00m,Tom Huddlestone,['England'],Hull-City,Defensive Midfield,2016-2017,Without Club,
26,Retired,"Jun 13, 1991",right,"1,75m",61834,"Aug 30, 2016",€8.50m,Ryan Mason,['England'],Hull-City,Central Midfield,2016-2017,Tottenham Hotspur,
26,Oldham Athletic,"Sep 25, 1990",left,"1,78m",122223,"Jul 27, 2015",€2.50m,Sam Clucas,['England'],Hull-City,Central Midfield,2016-2017,Chesterfield FC,
28,Retired,"May 29, 1989",right,"1,89m",68183,"Jan 8, 2013",€2.00m,David Meyler,['Ireland'],Hull-City,Central Midfield,2016-2017,Sunderland AFC,
21,Retired,"Aug 4, 1995",right,"1,77m",251058,"Aug 31, 2016",€500k,James Weir,['England'],Hull-City,Central Midfield,2016-2017,Manchester United U23,
19,York City,"Dec 10, 1997",right,"1,78m",509268,"Jul 1, 2017",,Daniel Batty,['England'],Hull-City,Central Midfield,2016-2017,Hull City U21,
30,Retired,"Aug 23, 1986",right,"1,79m",53359,"Jan 13, 2017",€2.00m,Evandro,"['Brazil', 'Serbia']",Hull-City,Attacking Midfield,2016-2017,FC Porto,
34,Retired,"Jan 24, 1983",right,"1,71m",9508,"Aug 27, 2015",€1.00m,Shaun Maloney,"['Scotland', 'England']",Hull-City,Attacking Midfield,2016-2017,: Ablöse €2.00m,
21,Gateshead FC,"Feb 2, 1996",right,"1,77m",257533,"Jul 1, 2016",,Greg Olley,['England'],Hull-City,Attacking Midfield,2016-2017,Hull City U21,"Broken leg - Return expected on May 31, 2025"
29,Pogon Szczecin,"Jun 8, 1988",right,"1,80m",37920,"Jan 31, 2017",€7.00m,Kamil Grosicki,['Poland'],Hull-City,Left Winger,2016-2017,Stade Rennais FC,
19,Beverley Town FC,"Sep 25, 1997",left,,457129,,,Ben Hinchliffe,['England'],Hull-City,Left Winger,2016-2017,,
23,FC Baniyas,"Mar 2, 1994",right,"1,75m",144303,"Jan 23, 2017",€10.00m,Lazar Markovic,['Serbia'],Hull-City,Right Winger,2016-2017,: Ablöse ?,
29,Retired,"Sep 7, 1987",left,"1,82m",22614,"Jul 1, 2014",€8.00m,Robert Snodgrass,['Scotland'],Hull-City,Right Winger,2016-2017,: Ablöse €7.50m,
20,West Ham United,"Dec 20, 1996",left,"1,76m",314875,"Jul 1, 2016",€250k,Jarrod Bowen,['England'],Hull-City,Right Winger,2016-2017,Hull City U21,
27,Without Club,"Apr 18, 1990",right,"1,82m",209781,"Jan 13, 2017",€9.00m,Oumar Niasse,['Senegal'],Hull-City,Centre-Forward,2016-2017,Everton FC,
26,Liverpool FC Montevideo,"Aug 8, 1990",left,"1,85m",76608,"Sep 1, 2014",€8.00m,Abel Hernández,['Uruguay'],Hull-City,Centre-Forward,2016-2017,: Ablöse €12.00m,
31,Without Club,"Nov 22, 1985",right,"1,85m",44624,"Aug 31, 2016",€5.00m,Dieumerci Mbokani,['DR Congo'],Hull-City,Centre-Forward,2016-2017,Dynamo Kyiv,
24,Preston North End,"Jan 11, 1993",right,"1,88m",118535,"Aug 30, 2016",€1.50m,Will Keane,"['Ireland', 'England']",Hull-City,Centre-Forward,2016-2017,Manchester United,
27,KFUM-Kameratene Oslo,"Feb 14, 1990",right,"1,83m",93145,"Sep 1, 2015",€1.50m,Adama Diomande,"['Norway', ""Cote d'Ivoire""]",Hull-City,Centre-Forward,2016-2017,Stabæk Fotball,
22,Whitehawk FC,"Dec 6, 1994",,"1,80m",356195,"Jan 1, 2015",€250k,Greg Luer,['England'],Hull-City,Centre-Forward,2016-2017,Burgess Hill Town,
22,Ashford United,"Apr 6, 1995",,,318224,"Jul 1, 2014",,Johan Ter Horst,['England'],Hull-City,Centre-Forward,2016-2017,Folkestone Invicta FC,
