age,currentClub,dateOfBirth,foot,height,id,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
29,Retired,"Oct 25, 1987",right,"1,83m",42413,"Jan 13, 2012",€1.50m,Darron Gibson,"['Ireland', 'Northern Ireland']",Everton-FC,Central Midfield,2016-2017,Manchester United,
20,Bristol City,"Dec 8, 1996",right,"1,85m",268185,,,Joe Williams,['England'],Everton-FC,Central Midfield,2016-2017,,
28,Criciúma Esporte Clube,"May 24, 1989",right,"1,85m",75471,"Aug 15, 2016",€20.00m,Yannick Bolasie,"['DR Congo', 'England']",Everton-FC,Left Winger,2016-2017,Crystal Palace,
31,Retired,"Apr 4, 1986",both,"1,80m",21333,"Jan 11, 2014",€3.50m,Aiden McGeady,"['Ireland', 'Scotland']",Everton-FC,Left Winger,2016-2017,: Ablöse €2.00m,
29,Retired,"Oct 5, 1987",right,"1,82m",33639,"Aug 19, 2012",€13.00m,Kevin Mirallas,"['Belgium', 'Spain']",Everton-FC,Right Winger,2016-2017,: Ablöse €7.65m,
30,Retired,"Apr 16, 1987",right,"1,65m",14221,"Sep 1, 2015",€5.00m,Aaron Lennon,"['England', 'Ireland']",Everton-FC,Right Winger,2016-2017,Tottenham Hotspur,
19,Atalanta BC,"Oct 20, 1997",right,"1,74m",406040,"Jan 5, 2017",€5.00m,Ademola Lookman,"['Nigeria', 'England']",Everton-FC,Second Striker,2016-2017,Charlton Athletic,
22,Retired,"Feb 7, 1995",right,"1,76m",184381,"Jan 7, 2016",€2.00m,Shani Tarashaj,"['Switzerland', 'Kosovo']",Everton-FC,Second Striker,2016-2017,: Ablöse €4.00m,
24,SSC Napoli,"May 13, 1993",left,"1,91m",96341,"Jul 30, 2014",€50.00m,Romelu Lukaku,"['Belgium', 'DR Congo']",Everton-FC,Centre-Forward,2016-2017,Chelsea FC,
23,Udinese Calcio,"Mar 13, 1994",right,"1,77m",129476,"Jul 1, 2015",€12.00m,Gerard Deulofeu,['Spain'],Everton-FC,Centre-Forward,2016-2017,FC Barcelona,Knee surgery - Return unknown
27,Sport Club Internacional,"Nov 4, 1989",right,"1,78m",139503,"Aug 31, 2016",€10.00m,Enner Valencia,['Ecuador'],Everton-FC,Centre-Forward,2016-2017,West Ham United,
27,Without Club,"Apr 18, 1990",right,"1,82m",209781,"Feb 1, 2016",€9.00m,Oumar Niasse,['Senegal'],Everton-FC,Centre-Forward,2016-2017,: Ablöse €17.90m,
20,Everton FC,"Mar 16, 1997",right,"1,89m",306024,"Aug 31, 2016",€3.50m,Dominic Calvert-Lewin,['England'],Everton-FC,Centre-Forward,2016-2017,Sheffield United,
33,Retired,"Nov 11, 1983",right,"1,81m",8552,"Jul 8, 2013",€1.50m,Arouna Koné,"[""Cote d'Ivoire""]",Everton-FC,Centre-Forward,2016-2017,Wigan Athletic,
24,Deportivo Villa Española,"Nov 19, 1992",right,"1,79m",238988,"Aug 28, 2015",€1.00m,Leandro Rodríguez,"['Uruguay', 'Italy']",Everton-FC,Centre-Forward,2016-2017,CA River Plate Montevideo,
24,Salford City,"Aug 12, 1992",right,"1,78m",121260,"Jul 1, 2011",€500k,Conor McAleny,['England'],Everton-FC,Centre-Forward,2016-2017,: Ablöse -,
24,Everton FC,"Mar 7, 1994",left,"1,85m",130164,"Jul 1, 2017",€30.00m,Jordan Pickford,['England'],Everton-FC,Goalkeeper,2017-2018,Sunderland AFC,
28,Estoril Praia,"Jun 17, 1990",right,"1,94m",101118,"Jul 9, 2013",€3.50m,Joel Robles,['Spain'],Everton-FC,Goalkeeper,2017-2018,: Ablöse €4.00m,
35,Retired,"Sep 22, 1982",right,"1,97m",4311,"Jul 1, 2016",€1.00m,Maarten Stekelenburg,['Netherlands'],Everton-FC,Goalkeeper,2017-2018,Fulham FC,
21,Radcliffe FC,"Sep 23, 1996",right,"1,91m",318547,"Jul 1, 2016",,Mateusz Hewelt,"['Poland', 'Ireland']",Everton-FC,Goalkeeper,2017-2018,Everton FC U23,
25,Everton FC,"Jan 11, 1993",right,"1,88m",118534,"Jul 3, 2017",€20.00m,Michael Keane,"['England', 'Ireland']",Everton-FC,Centre-Back,2017-2018,: Ablöse €28.50m,
27,Estoril Praia,"Feb 13, 1991",left,"1,87m",90681,"Jan 31, 2018",€15.00m,Eliaquim Mangala,"['France', 'Belgium']",Everton-FC,Centre-Back,2017-2018,Manchester City,
27,CA River Plate,"Mar 5, 1991",left,"1,87m",11111,"Sep 1, 2015",€10.00m,Ramiro Funes Mori,"['Argentina', 'United States']",Everton-FC,Centre-Back,2017-2018,: Ablöse €12.20m,
21,West Bromwich Albion,"Oct 22, 1996",right,"1,87m",348623,"Aug 13, 2015",€7.00m,Mason Holgate,"['Jamaica', 'England']",Everton-FC,Centre-Back,2017-2018,Barnsley FC,
33,Retired,"Aug 23, 1984",right,"1,83m",67355,"Aug 10, 2016",€5.00m,Ashley Williams,"['Wales', 'England']",Everton-FC,Centre-Back,2017-2018,: Ablöse €14.00m,
22,Plymouth Argyle,"Mar 17, 1996",left,"1,86m",208244,"Aug 2, 2014",€3.00m,Brendan Galloway,"['Zimbabwe', 'England']",Everton-FC,Centre-Back,2017-2018,Milton Keynes Dons,
28,Without Club,"Sep 25, 1989",right,"1,85m",91251,"Jul 17, 2017",€2.50m,Cuco Martina,"['Curacao', 'Netherlands']",Everton-FC,Centre-Back,2017-2018,Southampton FC,
35,Retired,"Aug 17, 1982",right,"1,80m",13520,"Jul 4, 2007",€1.50m,Phil Jagielka,"['England', 'Poland']",Everton-FC,Centre-Back,2017-2018,Sheffield United,
24,Shanghai Port,"May 27, 1994",right,"1,88m",156934,"Jul 1, 2014",€1.00m,Tyias Browning,"['China', 'England']",Everton-FC,Centre-Back,2017-2018,Everton FC U21,
23,Blackpool FC,"Oct 6, 1994",right,"1,85m",220755,"Jan 1, 2016",€500k,Matthew Pennington,['England'],Everton-FC,Centre-Back,2017-2018,Everton FC U21,
19,Shrewsbury Town,"Feb 8, 1999",right,"1,90m",399373,,,Morgan Feeney,['England'],Everton-FC,Centre-Back,2017-2018,,
17,Without Club,"Sep 22, 2000",,,504508,,,Michael Collins,"['England', 'Ireland']",Everton-FC,Centre-Back,2017-2018,,
33,Retired,"Dec 11, 1984",left,"1,70m",13507,"Aug 7, 2007",€8.00m,Leighton Baines,['England'],Everton-FC,Left-Back,2017-2018,Wigan Athletic,
25,Salford City,"May 21, 1993",left,"1,80m",110860,"Jul 1, 2011",€1.00m,Luke Garbutt,['England'],Everton-FC,Left-Back,2017-2018,: Ablöse -,
29,Everton FC,"Oct 11, 1988",right,"1,77m",68390,"Jan 1, 2009",€12.00m,Séamus Coleman,['Ireland'],Everton-FC,Right-Back,2017-2018,Sligo Rovers,Team captain
21,Hertha BSC,"Mar 15, 1997",right,"1,76m",258883,"Jul 1, 2017",€5.00m,Jonjoe Kenny,"['England', 'Ireland']",Everton-FC,Right-Back,2017-2018,Everton FC U23,
28,Retired,"Nov 8, 1989",right,"1,86m",56818,"Jan 12, 2017",€20.00m,Morgan Schneiderlin,['France'],Everton-FC,Defensive Midfield,2017-2018,Manchester United,
25,Without Club,"Sep 10, 1992",right,"1,80m",93905,"Jul 28, 2014",€5.00m,Muhamed Besic,"['Bosnia-Herzegovina', 'Germany']",Everton-FC,Defensive Midfield,2017-2018,: Ablöse €4.80m,
19,Heart of Midlothian FC,"Sep 9, 1998",right,"1,78m",399369,"Jan 1, 2018",€3.00m,Beni Baningime,"['DR Congo', 'England']",Everton-FC,Defensive Midfield,2017-2018,Everton FC U23,
37,Unknown,"Feb 23, 1981",left,"1,84m",3291,"Jul 8, 2014",€1.00m,Gareth Barry,['England'],Everton-FC,Defensive Midfield,2017-2018,: Ablöse free transfer,
18,Without Club,"Apr 12, 2000",,"1,86m",465950,,,Alex Denny,['England'],Everton-FC,Defensive Midfield,2017-2018,,
28,Everton FC,"Sep 26, 1989",right,"1,74m",126665,"Sep 1, 2022",€20.00m,Idrissa Gueye,['Senegal'],Everton-FC,Central Midfield,2017-2018,: Ablöse €4.00m,
25,Ajax Amsterdam,"Feb 21, 1993",right,"1,79m",182932,"Jul 1, 2017",€15.00m,Davy Klaassen,['Netherlands'],Everton-FC,Central Midfield,2017-2018,Ajax Amsterdam,"No eligibility - until Jan 31, 2025 - UEFA Europa League - 8 matchdays"
20,Sheffield United,"Jun 30, 1998",right,"1,80m",314210,"Jan 1, 2017",€15.00m,Tom Davies,['England'],Everton-FC,Central Midfield,2017-2018,Everton FC U23,
27,Celtic FC,"Nov 12, 1990",right,"1,80m",45333,"Sep 2, 2013",€8.00m,James McCarthy,"['Ireland', 'Scotland']",Everton-FC,Central Midfield,2017-2018,Wigan Athletic,
21,Oldham Athletic,"Nov 1, 1996",right,"1,78m",264191,,€250k,Harry Charsley,"['Ireland', 'England']",Everton-FC,Central Midfield,2017-2018,,
17,Harrogate Town,"Aug 17, 2000",right,"1,70m",503731,,,Stephen Duke-McKenna,"['Guyana', 'England']",Everton-FC,Right Midfield,2017-2018,,
28,Valur Reykjavík,"Sep 8, 1989",right,"1,86m",90466,"Aug 16, 2017",€30.00m,Gylfi Sigurdsson,['Iceland'],Everton-FC,Attacking Midfield,2017-2018,: Ablöse €49.40m,
20,Torino FC,"Oct 4, 1997",right,"1,79m",293200,"Aug 31, 2017",€8.00m,Nikola Vlašić,['Croatia'],Everton-FC,Attacking Midfield,2017-2018,HNK Hajduk Split,
29,Criciúma Esporte Clube,"May 24, 1989",right,"1,85m",75471,"Aug 15, 2016",€18.00m,Yannick Bolasie,"['DR Congo', 'England']",Everton-FC,Left Winger,2017-2018,Crystal Palace,
20,Ipswich Town,"Apr 5, 1998",right,"1,78m",344009,,,Nathan Broadhead,['Wales'],Everton-FC,Left Winger,2017-2018,,
17,Newcastle United,"Feb 24, 2001",right,"1,83m",503733,"Jan 1, 2020",,Anthony Gordon,['England'],Everton-FC,Left Winger,2017-2018,Everton FC U23,
29,Retired,"Mar 16, 1989",both,"1,75m",33713,"Jan 17, 2018",€20.00m,Theo Walcott,['England'],Everton-FC,Right Winger,2017-2018,Arsenal FC,
30,Retired,"Oct 5, 1987",right,"1,82m",33639,"Aug 19, 2012",€7.00m,Kevin Mirallas,"['Belgium', 'Spain']",Everton-FC,Right Winger,2017-2018,: Ablöse €7.65m,
31,Retired,"Apr 16, 1987",right,"1,65m",14221,"Sep 1, 2015",€5.00m,Aaron Lennon,"['England', 'Ireland']",Everton-FC,Right Winger,2017-2018,Tottenham Hotspur,
20,Atalanta BC,"Oct 20, 1997",right,"1,74m",406040,"Jan 5, 2017",€12.00m,Ademola Lookman,"['Nigeria', 'England']",Everton-FC,Second Striker,2017-2018,Charlton Athletic,
23,Retired,"Feb 7, 1995",right,"1,76m",184381,"Jan 7, 2016",€2.00m,Shani Tarashaj,"['Switzerland', 'Kosovo']",Everton-FC,Second Striker,2017-2018,: Ablöse €4.00m,
27,Fenerbahce,"Jun 7, 1991",right,"1,83m",45671,"Jan 5, 2018",€23.00m,Cenk Tosun,"['Türkiye', 'Germany']",Everton-FC,Centre-Forward,2017-2018,Besiktas JK,
21,Everton FC,"Mar 16, 1997",right,"1,89m",306024,"Aug 31, 2016",€15.00m,Dominic Calvert-Lewin,['England'],Everton-FC,Centre-Forward,2017-2018,Sheffield United,
22,UD Las Palmas,"Jul 9, 1995",right,"1,74m",199369,"Jul 3, 2017",€10.00m,Sandro Ramírez,['Spain'],Everton-FC,Centre-Forward,2017-2018,Málaga CF,
32,Retired,"Oct 24, 1985",right,"1,76m",3332,"Jul 9, 2017",€10.00m,Wayne Rooney,['England'],Everton-FC,Centre-Forward,2017-2018,Manchester United,
28,Without Club,"Apr 18, 1990",right,"1,82m",209781,"Feb 1, 2016",€8.00m,Oumar Niasse,['Senegal'],Everton-FC,Centre-Forward,2017-2018,: Ablöse €17.90m,
19,Cambridge United,"Dec 8, 1998",right,"1,80m",351597,,,Shayne Lavery,['Northern Ireland'],Everton-FC,Centre-Forward,2017-2018,,Hamstring injury - Return unknown
18,SV Darmstadt 98,"Sep 13, 1999",right,"1,95m",388160,,,Fraser Hornby,"['Scotland', 'England']",Everton-FC,Centre-Forward,2017-2018,,Outer ligament problems - Return unknown
25,Everton FC,"Mar 7, 1994",left,"1,85m",130164,"Jul 1, 2017",€40.00m,Jordan Pickford,['England'],Everton-FC,Goalkeeper,2018-2019,Sunderland AFC,
36,Retired,"Sep 22, 1982",right,"1,97m",4311,"Jul 1, 2016",€1.00m,Maarten Stekelenburg,['Netherlands'],Everton-FC,Goalkeeper,2018-2019,Fulham FC,
19,Everton FC,"Oct 10, 1999",left,"1,92m",329813,"Jul 1, 2020",€500k,João Virgínia,['Portugal'],Everton-FC,Goalkeeper,2018-2019,Everton FC U23,
26,Everton FC,"Jan 11, 1993",right,"1,88m",118534,"Jul 3, 2017",€30.00m,Michael Keane,"['England', 'Ireland']",Everton-FC,Centre-Back,2018-2019,: Ablöse €28.50m,
24,Al-Orobah FC,"Oct 27, 1994",right,"1,90m",157509,"Aug 9, 2018",€25.00m,Kurt Zouma,"['France', 'Central African Republic']",Everton-FC,Centre-Back,2018-2019,Chelsea FC,
24,Cagliari Calcio,"Sep 23, 1994",right,"1,95m",289446,"Aug 9, 2018",€25.00m,Yerry Mina,['Colombia'],Everton-FC,Centre-Back,2018-2019,FC Barcelona,
22,West Bromwich Albion,"Oct 22, 1996",right,"1,87m",348623,"Aug 13, 2015",€7.00m,Mason Holgate,"['Jamaica', 'England']",Everton-FC,Centre-Back,2018-2019,Barnsley FC,
34,Retired,"Aug 23, 1984",right,"1,83m",67355,"Aug 10, 2016",€2.00m,Ashley Williams,"['Wales', 'England']",Everton-FC,Centre-Back,2018-2019,: Ablöse €14.00m,
29,Without Club,"Sep 25, 1989",right,"1,85m",91251,"Jul 17, 2017",€1.50m,Cuco Martina,"['Curacao', 'Netherlands']",Everton-FC,Centre-Back,2018-2019,Southampton FC,
23,Plymouth Argyle,"Mar 17, 1996",left,"1,86m",208244,"Aug 2, 2014",€1.50m,Brendan Galloway,"['Zimbabwe', 'England']",Everton-FC,Centre-Back,2018-2019,Milton Keynes Dons,
36,Retired,"Aug 17, 1982",right,"1,80m",13520,"Jul 4, 2007",€1.00m,Phil Jagielka,"['England', 'Poland']",Everton-FC,Centre-Back,2018-2019,Sheffield United,
24,Blackpool FC,"Oct 6, 1994",right,"1,85m",220755,"Jan 1, 2016",€1.00m,Matthew Pennington,['England'],Everton-FC,Centre-Back,2018-2019,Everton FC U21,
25,Shanghai Port,"May 27, 1994",right,"1,88m",156934,"Jul 1, 2014",€850k,Tyias Browning,"['China', 'England']",Everton-FC,Centre-Back,2018-2019,Everton FC U21,
25,Aston Villa,"Jul 20, 1993",left,"1,78m",126664,"Aug 1, 2018",€30.00m,Lucas Digne,['France'],Everton-FC,Left-Back,2018-2019,FC Barcelona,
34,Retired,"Dec 11, 1984",left,"1,70m",13507,"Aug 7, 2007",€3.50m,Leighton Baines,['England'],Everton-FC,Left-Back,2018-2019,Wigan Athletic,
26,Salford City,"May 21, 1993",left,"1,80m",110860,"Jul 1, 2011",€750k,Luke Garbutt,['England'],Everton-FC,Left-Back,2018-2019,: Ablöse -,
30,Everton FC,"Oct 11, 1988",right,"1,77m",68390,"Jan 1, 2009",€15.00m,Séamus Coleman,['Ireland'],Everton-FC,Right-Back,2018-2019,Sligo Rovers,Team captain
22,Hertha BSC,"Mar 15, 1997",right,"1,76m",258883,"Jul 1, 2017",€5.00m,Jonjoe Kenny,"['England', 'Ireland']",Everton-FC,Right-Back,2018-2019,Everton FC U23,
29,Retired,"Nov 8, 1989",right,"1,86m",56818,"Jan 12, 2017",€15.00m,Morgan Schneiderlin,['France'],Everton-FC,Defensive Midfield,2018-2019,Manchester United,
26,Without Club,"Sep 10, 1992",right,"1,80m",93905,"Jul 28, 2014",€5.00m,Muhamed Besic,"['Bosnia-Herzegovina', 'Germany']",Everton-FC,Defensive Midfield,2018-2019,: Ablöse €4.80m,
20,Heart of Midlothian FC,"Sep 9, 1998",right,"1,78m",399369,"Jan 1, 2018",€2.00m,Beni Baningime,"['DR Congo', 'England']",Everton-FC,Defensive Midfield,2018-2019,Everton FC U23,
25,LOSC Lille,"Jul 30, 1993",right,"1,90m",221025,"Jul 1, 2019",€28.00m,André Gomes,['Portugal'],Everton-FC,Central Midfield,2018-2019,FC Barcelona,Dead leg - Return unknown
29,Everton FC,"Sep 26, 1989",right,"1,74m",126665,"Sep 1, 2022",€25.00m,Idrissa Gueye,['Senegal'],Everton-FC,Central Midfield,2018-2019,: Ablöse €4.00m,
21,Sheffield United,"Jun 30, 1998",right,"1,80m",314210,"Jan 1, 2017",€15.00m,Tom Davies,['England'],Everton-FC,Central Midfield,2018-2019,Everton FC U23,
28,Celtic FC,"Nov 12, 1990",right,"1,80m",45333,"Sep 2, 2013",€5.00m,James McCarthy,"['Ireland', 'Scotland']",Everton-FC,Central Midfield,2018-2019,Wigan Athletic,
29,Valur Reykjavík,"Sep 8, 1989",right,"1,86m",90466,"Aug 16, 2017",€35.00m,Gylfi Sigurdsson,['Iceland'],Everton-FC,Attacking Midfield,2018-2019,: Ablöse €49.40m,
21,Torino FC,"Oct 4, 1997",right,"1,79m",293200,"Aug 31, 2017",€20.00m,Nikola Vlašić,['Croatia'],Everton-FC,Attacking Midfield,2018-2019,HNK Hajduk Split,
21,Rangers FC,"Oct 10, 1997",left,"1,83m",258916,"Jul 1, 2017",€3.00m,Kieran Dowell,['England'],Everton-FC,Attacking Midfield,2018-2019,Everton FC U23,
26,Clube Atlético Mineiro,"Sep 8, 1992",right,"1,64m",175169,"Aug 9, 2018",€20.00m,Bernard,"['Brazil', 'Spain']",Everton-FC,Left Winger,2018-2019,Shakhtar Donetsk,
22,Al-Fayha FC,"Jun 5, 1997",right,"1,75m",380415,"Jul 1, 2017",€13.00m,Henry Onyekuru,['Nigeria'],Everton-FC,Left Winger,2018-2019,KAS Eupen,unknown injury - Return unknown
30,Criciúma Esporte Clube,"May 24, 1989",right,"1,85m",75471,"Aug 15, 2016",€11.00m,Yannick Bolasie,"['DR Congo', 'England']",Everton-FC,Left Winger,2018-2019,Crystal Palace,
30,Retired,"Mar 16, 1989",both,"1,75m",33713,"Jan 17, 2018",€18.00m,Theo Walcott,['England'],Everton-FC,Right Winger,2018-2019,Arsenal FC,
31,Retired,"Oct 5, 1987",right,"1,82m",33639,"Aug 19, 2012",€5.00m,Kevin Mirallas,"['Belgium', 'Spain']",Everton-FC,Right Winger,2018-2019,: Ablöse €7.65m,
21,Atalanta BC,"Oct 20, 1997",right,"1,74m",406040,"Jan 5, 2017",€20.00m,Ademola Lookman,"['Nigeria', 'England']",Everton-FC,Second Striker,2018-2019,Charlton Athletic,
24,Retired,"Feb 7, 1995",right,"1,76m",184381,"Jan 7, 2016",€500k,Shani Tarashaj,"['Switzerland', 'Kosovo']",Everton-FC,Second Striker,2018-2019,: Ablöse €4.00m,
22,Tottenham Hotspur,"May 10, 1997",right,"1,84m",378710,"Jul 24, 2018",€50.00m,Richarlison,['Brazil'],Everton-FC,Centre-Forward,2018-2019,Watford FC,unknown injury - Return unknown
22,Everton FC,"Mar 16, 1997",right,"1,89m",306024,"Aug 31, 2016",€20.00m,Dominic Calvert-Lewin,['England'],Everton-FC,Centre-Forward,2018-2019,Sheffield United,
28,Fenerbahce,"Jun 7, 1991",right,"1,83m",45671,"Jan 5, 2018",€18.00m,Cenk Tosun,"['Türkiye', 'Germany']",Everton-FC,Centre-Forward,2018-2019,Besiktas JK,
29,Without Club,"Apr 18, 1990",right,"1,82m",209781,"Feb 1, 2016",€6.00m,Oumar Niasse,['Senegal'],Everton-FC,Centre-Forward,2018-2019,: Ablöse €17.90m,
23,UD Las Palmas,"Jul 9, 1995",right,"1,74m",199369,"Jul 3, 2017",€4.00m,Sandro Ramírez,['Spain'],Everton-FC,Centre-Forward,2018-2019,Málaga CF,
